U108067532000158033896690     43            BIOCOLLOUR DO BRASIL LTDA ME                      
A220160422Dinheiro                 1000000003701
P2080675320001581             PRODUTO TRIBUTADO 18                              UNI   APT1800000000001800
P2080675320001582             PRODUTO TRIBUTADO 12                              UNI   ATT1200000000001200
P2080675320001583             PRODUTO TRIBUTADO 07                              UNI   APT7000000000000700
P2080675320001584             PRODUTO TRIBUTADO 27                              UNI   ATT2700000000002700
P2080675320001585             PRODUTO TRIBUTADO 25                              UNI   APT2500000000002500
P2080675320001586             PRODUTO TRIBUTADO CST 060                         UNI   ATF0000000000001000
P2080675320001587             PRODUTO TRIBUTADO CST 040                         UNI   ATI0000000000001000
P2080675320001588             PRODUTO TEF                                       UNI   ATT1800000099999999
P2080675320001589             PRODUTO TEF 1                                     UNI   ATT1800000000000100
P20806753200015810            PRODUTO TEF 2                                     UNI   ATT1800000000000200
P20806753200015811            PRODUTO TEF 3                                     UNI   ATT1800000001234567
P2080675320001587898306081532 PRODUTO CODIGO GTIN                               UNI   ATT1800000000000101
P2080675320001583             PRODUTO TRIBUTADO 07                              UNI   APT7000000000000500
E2080675320001581             PRODUTO TRIBUTADO 18                              UNI   +000005700
E2080675320001582             PRODUTO TRIBUTADO 12                              UNI   +000199700
E2080675320001583             PRODUTO TRIBUTADO 07                              UNI   +000009300
E2080675320001584             PRODUTO TRIBUTADO 27                              UNI   +002000000
E2080675320001585             PRODUTO TRIBUTADO 25                              UNI   +000010000
E2080675320001586             PRODUTO TRIBUTADO CST 060                         UNI   +002000000
E2080675320001587             PRODUTO TRIBUTADO CST 040                         UNI   +002000000
E2080675320001588             PRODUTO TEF                                       UNI   +000200000
E2080675320001589             PRODUTO TEF 1                                     UNI   +000200000
E20806753200015810            PRODUTO TEF 2                                     UNI   +000200000
E20806753200015811            PRODUTO TEF 3                                     UNI   +000200000
E2080675320001587898306081532 PRODUTO CODIGO GTIN                               UNI   +001000000
E3BE051175610000120514 ECF-IF BEMATECH            MP-2100 TH FI       20160420082508
R01DR0514BR0000004405351ECF-IF BEMATECH            Daruma                        2014073009412800103590277000100        ISENTO0359027700010000000000ISENTO00000000001505IVAN QUIRINO DE LIMA - ME               SICEpdv.net                             4.0.0.0   61c1969d2c7a1ef7b73268f64cefc2bf20160422201604220203
R02BE0511756100001205141Bematech            00000068000594   0000022016042220160422055610-00000000000100N
R02DR0514BR0000004405351Daruma              01000092001680   000046201604222016042206433000000000003701N
R02DR0514BR0000004405351Daruma              01000092001680   000046201604222016042206433000000000003701N
R02DR0514BR0000004405351Daruma              01000092001680   000046201604222016042206433000000000003701N
R03BE0511756100001205141Bematech            00000068Can-T  0000000000000
R03BE0511756100001205141Bematech            00000068Can-S  0000000000000
R03BE0511756100001205141Bematech            00000068DT     0000000000000
R03BE0511756100001205141Bematech            00000068DS     0000000000000
R03BE0511756100001205141Bematech            00000068F1     0000000000000
R03BE0511756100001205141Bematech            00000068FS1    0000000000000
R03BE0511756100001205141Bematech            00000068I1     0000000000000
R03BE0511756100001205141Bematech            00000068IS1    0000000000000
R03BE0511756100001205141Bematech            00000068N1     0000000000000
R03BE0511756100001205141Bematech            00000068NS1    0000000000000
R03BE0511756100001205141Bematech            000000681T1700 0000000000000
R03BE0511756100001205141Bematech            000000682T1200 0000000000000
R03BE0511756100001205141Bematech            000000683T7000 0000000000000
R03BE0511756100001205141Bematech            000000684T2700 0000000000000
R03BE0511756100001205141Bematech            000000685T2500 0000000000000
R03BE0511756100001205141Bematech            000000686T2000 0000000000000
R03BE0511756100001205141Bematech            000000687T0000 0000000000000
R03BE0511756100001205141Bematech            000000688T1800 0000000000000
R03BE0511756100001205141Bematech            00000068OPNF   0000000000000
R03BE0511756100001205141Bematech            00000068AT     0000000000000
R03BE0511756100001205141Bematech            00000068AS     0000000000000
R03DR0514BR0000004405351Daruma              01000092Can-T  0000000000000
R03DR0514BR0000004405351Daruma              01000092Can-S  0000000000000
R03DR0514BR0000004405351Daruma              01000092DT     0000000000000
R03DR0514BR0000004405351Daruma              01000092DS     0000000000000
R03DR0514BR0000004405351Daruma              01000092F1     0000000000000
R03DR0514BR0000004405351Daruma              01000092FS1    0000000000000
R03DR0514BR0000004405351Daruma              01000092I1     0000000000000
R03DR0514BR0000004405351Daruma              01000092IS1    0000000000000
R03DR0514BR0000004405351Daruma              01000092N1     0000000000000
R03DR0514BR0000004405351Daruma              01000092NS1    0000000000000
R03DR0514BR0000004405351Daruma              010000921T1700 0000000000000
R03DR0514BR0000004405351Daruma              010000922T1200 0000000000000
R03DR0514BR0000004405351Daruma              010000923T7000 0000000000000
R03DR0514BR0000004405351Daruma              010000924T2500 0000000000000
R03DR0514BR0000004405351Daruma              010000925T2700 0000000000000
R03DR0514BR0000004405351Daruma              010000926T1800 0000000003701
R03DR0514BR0000004405351Daruma              01000092OPNF   0000000001000
R03DR0514BR0000004405351Daruma              01000092AT     0000000000000
R03DR0514BR0000004405351Daruma              01000092AS     0000000000000
R03DR0514BR0000004405351Daruma              01000092Can-T  0000000000000
R03DR0514BR0000004405351Daruma              01000092Can-S  0000000000000
R03DR0514BR0000004405351Daruma              01000092DT     0000000000000
R03DR0514BR0000004405351Daruma              01000092DS     0000000000000
R03DR0514BR0000004405351Daruma              01000092F1     0000000000000
R03DR0514BR0000004405351Daruma              01000092FS1    0000000000000
R03DR0514BR0000004405351Daruma              01000092I1     0000000000000
R03DR0514BR0000004405351Daruma              01000092IS1    0000000000000
R03DR0514BR0000004405351Daruma              01000092N1     0000000000000
R03DR0514BR0000004405351Daruma              01000092NS1    0000000000000
R03DR0514BR0000004405351Daruma              010000921T1700 0000000000000
R03DR0514BR0000004405351Daruma              010000922T1200 0000000000000
R03DR0514BR0000004405351Daruma              010000923T7000 0000000000000
R03DR0514BR0000004405351Daruma              010000924T2500 0000000000000
R03DR0514BR0000004405351Daruma              010000925T2700 0000000000000
R03DR0514BR0000004405351Daruma              010000926T1800 0000000003701
R03DR0514BR0000004405351Daruma              01000092OPNF   0000000001000
R03DR0514BR0000004405351Daruma              01000092AT     0000000000000
R03DR0514BR0000004405351Daruma              01000092AS     0000000000000
R03DR0514BR0000004405351Daruma              01000092Can-T  0000000000000
R03DR0514BR0000004405351Daruma              01000092Can-S  0000000000000
R03DR0514BR0000004405351Daruma              01000092DT     0000000000000
R03DR0514BR0000004405351Daruma              01000092DS     0000000000000
R03DR0514BR0000004405351Daruma              01000092F1     0000000000000
R03DR0514BR0000004405351Daruma              01000092FS1    0000000000000
R03DR0514BR0000004405351Daruma              01000092I1     0000000000000
R03DR0514BR0000004405351Daruma              01000092IS1    0000000000000
R03DR0514BR0000004405351Daruma              01000092N1     0000000000000
R03DR0514BR0000004405351Daruma              01000092NS1    0000000000000
R03DR0514BR0000004405351Daruma              010000921T1700 0000000000000
R03DR0514BR0000004405351Daruma              010000922T1200 0000000000000
R03DR0514BR0000004405351Daruma              010000923T7000 0000000000000
R03DR0514BR0000004405351Daruma              010000924T2500 0000000000000
R03DR0514BR0000004405351Daruma              010000925T2700 0000000000000
R03DR0514BR0000004405351Daruma              010000926T1800 0000000003701
R03DR0514BR0000004405351Daruma              01000092OPNF   0000000001000
R03DR0514BR0000004405351Daruma              01000092AT     0000000000000
R03DR0514BR0000004405351Daruma              01000092AS     0000000000000
R04DR0514BR000000440535 Daruma              0100070400000167600020160422000000000037010000000000000 0000000000000 00000000003701N0000000000000                                         00000000000000
R06DR0514BR000000440535 Daruma              010000016790005330000000000CN20160422184141
R07DR0514BR000000440535 Daruma              01001676000000704000000000Dinheiro       0000000003701N0000000000000
R07BE051175610000120514 Bematech            01000573000000259000000000Dinheiro       0000000001800N0000000000000
R07BE051175610000120514 Bematech            01000572000000258000000000Dinheiro       0000000001800N0000000000000
R07BE051175610000120514 Bematech            01000571000000257000000000Dinheiro       0000000003600N0000000000000
R07BE051175610000120514 Bematech            01000570000000256000000000Dinheiro       0000000004800N0000000000000
R07DR0514BR000000440535 Daruma              01001702000000712000000000Dinheiro       0000000002700N0000000000000
EAD5efd5ac041cfb8f42b2425cf9bc645f575588beb5f3876cab1bc663e670580b151b13c4e6fa62be02cf4544cf8c62af8058757cc9cc450d9ba852ceabed89e0bc2d680be92bdff8512e9c57ca95745c92752cb662c8de20a633378791ff70f7b2416ec480587818e0586989aee6c768d29c335bb5623033187904b7ff12eb857
